episode,episode_length,epsilon,loss,timestamp,total_reward
350,11,0.1730128104744653,1.252468863466305e-07,2026-01-15T15:44:02.333112,1.0
351,6,0.17214774642209296,1.3084284943953862e-07,2026-01-15T15:44:02.345182,1.0
352,9,0.1712870076899825,1.2998033962929867e-07,2026-01-15T15:44:02.363188,1.0
353,6,0.17043057265153258,1.2315786992900257e-07,2026-01-15T15:44:02.375695,1.0
354,7,0.16957841978827493,1.12016023772199e-07,2026-01-15T15:44:02.389203,1.0
355,8,0.16873052768933355,1.0316603200166696e-07,2026-01-15T15:44:02.405207,1.0
356,6,0.1678868750508869,9.484307176732543e-08,2026-01-15T15:44:02.417206,1.0
357,6,0.16704744067563246,9.073593792208178e-08,2026-01-15T15:44:02.429055,1.0
358,6,0.1662122034722543,7.724522861463079e-08,2026-01-15T15:44:02.442563,1.0
359,6,0.16538114245489302,6.980262434064244e-08,2026-01-15T15:44:02.453564,0.0
360,6,0.16455423674261854,5.912917352024483e-08,2026-01-15T15:44:02.469157,1.0
361,9,0.16373146555890544,5.301851017686099e-08,2026-01-15T15:44:02.486677,1.0
362,9,0.16291280823111093,3.943679376450237e-08,2026-01-15T15:44:02.504677,1.0
363,6,0.16209824418995536,3.102961155895811e-08,2026-01-15T15:44:02.516680,1.0
364,6,0.16128775296900558,2.238094343562369e-08,2026-01-15T15:44:02.528733,1.0
365,3,0.16048131420416054,2.0678264791504365e-08,2026-01-15T15:44:02.533732,0.0
366,6,0.15967890763313974,1.6500085978227163e-08,2026-01-15T15:44:02.546239,1.0
367,6,0.15888051309497406,9.576314505613248e-09,2026-01-15T15:44:02.559242,1.0
368,6,0.1580861105294992,6.872153521589319e-09,2026-01-15T15:44:02.572083,1.0
369,6,0.1572956799768517,7.199166373941801e-09,2026-01-15T15:44:02.585084,1.0
370,6,0.15650920157696743,6.901464155509296e-09,2026-01-15T15:44:02.597589,1.0
371,6,0.1557266555690826,7.133647290449851e-09,2026-01-15T15:44:02.608601,1.0
372,4,0.1549480222912372,7.008091111662673e-09,2026-01-15T15:44:02.616592,0.0
373,6,0.15417328217978102,7.052126912224232e-09,2026-01-15T15:44:02.629099,1.0
374,7,0.1534024157688821,7.008144913070447e-09,2026-01-15T15:44:02.643603,1.0
375,6,0.1526354036900377,7.0196164351360445e-09,2026-01-15T15:44:02.655606,1.0
376,8,0.1518722266715875,7.013268587333088e-09,2026-01-15T15:44:02.672120,1.0
377,5,0.15111286553822956,7.021101598794765e-09,2026-01-15T15:44:02.682842,0.0
378,6,0.15035730121053842,7.043590104852116e-09,2026-01-15T15:44:02.694353,1.0
379,9,0.14960551470448571,7.083944160227174e-09,2026-01-15T15:44:02.712358,1.0
380,6,0.14885748713096328,7.114062666388476e-09,2026-01-15T15:44:02.724486,1.0
381,12,0.14811319969530845,7.163721689254499e-09,2026-01-15T15:44:02.746714,1.0
382,10,0.1473726336968319,6.957035459942418e-09,2026-01-15T15:44:02.766717,1.0
383,6,0.14663577052834775,6.0908615895360894e-09,2026-01-15T15:44:02.780229,1.0
384,6,0.14590259167570602,5.56614257019028e-09,2026-01-15T15:44:02.793230,1.0
385,6,0.1451730787173275,5.304956874896405e-09,2026-01-15T15:44:02.804740,1.0
386,6,0.14444721332374086,5.230588741023112e-09,2026-01-15T15:44:02.816745,1.0
387,6,0.14372497725712216,5.180498113821486e-09,2026-01-15T15:44:02.828257,1.0
388,6,0.14300635237083656,5.2856701243664264e-09,2026-01-15T15:44:02.840258,1.0
389,7,0.14229132060898236,5.272083778429248e-09,2026-01-15T15:44:02.854769,1.0
390,9,0.14157986400593744,5.232533024646102e-09,2026-01-15T15:44:02.871931,1.0
391,7,0.14087196468590776,5.207419023073312e-09,2026-01-15T15:44:02.886512,1.0
392,6,0.14016760486247823,5.169425145862272e-09,2026-01-15T15:44:02.898532,1.0
393,6,0.13946676683816583,5.150484813920553e-09,2026-01-15T15:44:02.910945,1.0
394,6,0.138769433003975,5.127871647234161e-09,2026-01-15T15:44:02.922037,1.0
395,8,0.13807558583895513,5.2988449399798966e-09,2026-01-15T15:44:02.937546,1.0
396,6,0.13738520790976036,5.346223647881287e-09,2026-01-15T15:44:02.950547,1.0
397,6,0.13669828187021155,4.386887351923163e-09,2026-01-15T15:44:02.962552,1.0
398,6,0.13601479046086049,3.035852581198539e-09,2026-01-15T15:44:02.974062,1.0
399,6,0.1353347165085562,2.2357009995394026e-09,2026-01-15T15:44:02.987567,1.0
400,8,0.1346580429260134,1.835174155070951e-09,2026-01-15T15:44:03.005574,1.0
401,6,0.13398475271138335,1.598131571731165e-09,2026-01-15T15:44:03.021086,1.0
402,7,0.13331482894782642,1.372638734550846e-09,2026-01-15T15:44:03.035086,1.0
403,6,0.13264825480308728,1.1712844939087974e-09,2026-01-15T15:44:03.046597,1.0
404,6,0.13198501352907185,1.0531674871777642e-09,2026-01-15T15:44:03.058601,1.0
405,6,0.1313250884614265,1.0035314160564134e-09,2026-01-15T15:44:03.070106,1.0
406,7,0.13066846301911936,9.779097121138947e-10,2026-01-15T15:44:03.084110,1.0
407,6,0.13001512070402377,9.522660208809152e-10,2026-01-15T15:44:03.098273,1.0
408,2,0.12936504510050365,9.484882687767205e-10,2026-01-15T15:44:03.102273,0.0
409,10,0.12871821987500112,9.156169579124795e-10,2026-01-15T15:44:03.121789,1.0
410,7,0.12807462877562611,7.841432889382077e-10,2026-01-15T15:44:03.134788,1.0
411,6,0.12743425563174798,6.73748736931476e-10,2026-01-15T15:44:03.146299,1.0
412,6,0.12679708435358925,5.678263758582963e-10,2026-01-15T15:44:03.158316,1.0
413,9,0.1261630989318213,4.137494597541286e-10,2026-01-15T15:44:03.176813,1.0
414,6,0.1255322834371622,4.2893706814726985e-10,2026-01-15T15:44:03.189323,1.0
415,9,0.12490462201997637,4.674691273572756e-10,2026-01-15T15:44:03.206890,1.0
416,8,0.1242800989098765,4.754705418882204e-10,2026-01-15T15:44:03.223404,1.0
417,7,0.12365869841532712,4.5958825237689405e-10,2026-01-15T15:44:03.236473,1.0
418,6,0.12304040492325048,4.5827612030722995e-10,2026-01-15T15:44:03.248475,1.0
419,6,0.12242520289863423,4.5984392244534377e-10,2026-01-15T15:44:03.260480,1.0
420,7,0.12181307688414106,4.5831171471659436e-10,2026-01-15T15:44:03.273991,1.0
421,6,0.12120401149972035,4.600596078142144e-10,2026-01-15T15:44:03.286990,1.0
422,6,0.12059799144222175,4.6101727103377286e-10,2026-01-15T15:44:03.299516,1.0
423,6,0.11999500148501063,4.617808678063912e-10,2026-01-15T15:44:03.311505,1.0
424,6,0.11939502647758558,4.6240484397226666e-10,2026-01-15T15:44:03.324016,1.0
425,6,0.11879805134519765,4.6315859873052865e-10,2026-01-15T15:44:03.335018,1.0
426,6,0.11820406108847166,4.63880989983248e-10,2026-01-15T15:44:03.348532,1.0
427,6,0.1176130407830293,4.6433604089339555e-10,2026-01-15T15:44:03.363532,1.0
428,6,0.11702497557911415,4.5839876740803864e-10,2026-01-15T15:44:03.375042,1.0
429,6,0.11643985070121858,3.885836165253703e-10,2026-01-15T15:44:03.387547,1.0
430,6,0.11585765144771248,3.5027091018456637e-10,2026-01-15T15:44:03.400548,1.0
431,3,0.11527836319047392,3.072751990264994e-10,2026-01-15T15:44:03.405554,0.0
432,6,0.11470197137452155,2.854244740470996e-10,2026-01-15T15:44:03.418554,1.0
433,6,0.11412846151764894,2.7903211990108755e-10,2026-01-15T15:44:03.430070,1.0
434,6,0.1135578192100607,2.8003796190799456e-10,2026-01-15T15:44:03.443575,1.0
435,6,0.11299003011401039,2.800496429807703e-10,2026-01-15T15:44:03.456579,1.0
436,6,0.11242507996344034,2.786186952593445e-10,2026-01-15T15:44:03.468579,1.0
437,6,0.11186295456362313,2.819434929187542e-10,2026-01-15T15:44:03.480606,1.0
438,8,0.11130363979080501,2.87091740580267e-10,2026-01-15T15:44:03.495611,1.0
439,6,0.11074712159185099,2.9052063802402496e-10,2026-01-15T15:44:03.507618,1.0
440,6,0.11019338598389174,2.9171214547228654e-10,2026-01-15T15:44:03.520122,1.0
441,6,0.10964241905397228,2.977754476937017e-10,2026-01-15T15:44:03.532126,1.0
442,6,0.10909420695870241,3.013251311575343e-10,2026-01-15T15:44:03.543630,1.0
443,6,0.1085487359239089,3.0820473858814146e-10,2026-01-15T15:44:03.555639,1.0
444,9,0.10800599224428936,2.807712110725058e-10,2026-01-15T15:44:03.573809,1.0
445,6,0.10746596228306791,2.0736193359627285e-10,2026-01-15T15:44:03.585809,1.0
446,6,0.10692863247165257,1.6557054272753336e-10,2026-01-15T15:44:03.598324,1.0
447,8,0.1063939893092943,1.3478261751478927e-10,2026-01-15T15:44:03.614330,1.0
448,7,0.10586201936274783,1.1046067943144833e-10,2026-01-15T15:44:03.628845,1.0
449,6,0.10533270926593409,1.0064443997821748e-10,2026-01-15T15:44:03.640345,1.0
450,6,0.10480604571960442,8.62863891145163e-11,2026-01-15T15:44:03.652346,1.0
451,6,0.1042820154910064,7.974687642447325e-11,2026-01-15T15:44:03.664351,1.0
452,6,0.10376060541355137,7.020911927356489e-11,2026-01-15T15:44:03.676879,1.0
453,6,0.1032418023864836,6.263505172420664e-11,2026-01-15T15:44:03.688371,1.0
454,9,0.10272559337455119,5.103889226510359e-11,2026-01-15T15:44:03.706377,1.0
455,6,0.10221196540767843,4.743956861998251e-11,2026-01-15T15:44:03.718378,1.0
456,6,0.10170090558064004,4.0215958522853664e-11,2026-01-15T15:44:03.732397,1.0
457,9,0.10119240105273684,3.2280209875555287e-11,2026-01-15T15:44:03.750415,1.0
458,6,0.10068643904747315,2.3004359176576582e-11,2026-01-15T15:44:03.762422,1.0
459,6,0.10018300685223579,1.8228495752767304e-11,2026-01-15T15:44:03.774933,1.0
